,NOME_COMUNE,DATA,TOTALE
1227559,Alzano Lombardo,2018-07-30,1
1227560,Alzano Lombardo,2015-07-17,1
1227565,Alzano Lombardo,2018-07-16,1
1227566,Alzano Lombardo,2019-07-16,1
1227573,Alzano Lombardo,2017-01-28,1
1227574,Alzano Lombardo,2017-01-25,1
1227575,Alzano Lombardo,2017-09-11,1
1227576,Alzano Lombardo,2018-09-11,1
1227579,Alzano Lombardo,2015-09-27,1
1227580,Alzano Lombardo,2017-09-27,1
1227581,Alzano Lombardo,2018-09-27,1
1227582,Alzano Lombardo,2019-09-27,2
1227583,Alzano Lombardo,2017-09-07,1
1227584,Alzano Lombardo,2019-09-07,1
1227592,Alzano Lombardo,2015-07-06,1
1227593,Alzano Lombardo,2017-07-06,2
1227597,Alzano Lombardo,2016-04-23,1
1227598,Alzano Lombardo,2016-04-21,1
1227604,Alzano Lombardo,2016-04-20,1
1227608,Alzano Lombardo,2017-04-15,1
1227616,Alzano Lombardo,2016-04-28,1
1227617,Alzano Lombardo,2017-04-28,1
1227626,Alzano Lombardo,2017-06-25,1
1227627,Alzano Lombardo,2019-06-25,2
1227628,Alzano Lombardo,2019-06-08,3
1227630,Alzano Lombardo,2015-05-27,1
1227631,Alzano Lombardo,2017-05-27,1
1227634,Alzano Lombardo,2015-05-12,1
1227635,Alzano Lombardo,2017-05-12,1
1227636,Alzano Lombardo,2018-04-30,1
1227642,Alzano Lombardo,2019-08-02,1
1227647,Alzano Lombardo,2019-08-06,1
1227648,Alzano Lombardo,2019-06-02,1
1227650,Alzano Lombardo,2019-05-08,1
1227655,Alzano Lombardo,2015-04-02,1
1227662,Alzano Lombardo,2015-09-10,1
1227664,Alzano Lombardo,2018-04-10,1
1227665,Alzano Lombardo,2019-03-01,1
1227674,Alzano Lombardo,2015-09-01,1
1227675,Alzano Lombardo,2015-08-11,1
1227677,Alzano Lombardo,2017-08-10,1
1227679,Alzano Lombardo,2017-02-28,1
1227680,Alzano Lombardo,2018-09-25,1
1227681,Alzano Lombardo,2019-09-25,1
1227682,Alzano Lombardo,2017-06-16,1
1227684,Alzano Lombardo,2017-06-03,1
1227686,Alzano Lombardo,2016-05-30,1
1227687,Alzano Lombardo,2017-05-30,1
1227688,Alzano Lombardo,2016-04-13,1
1227689,Alzano Lombardo,2017-04-13,1
1227690,Alzano Lombardo,2019-02-22,1
1227695,Alzano Lombardo,2017-07-07,1
1227703,Alzano Lombardo,2015-09-05,1
1227706,Alzano Lombardo,2018-09-04,1
1227707,Alzano Lombardo,2019-09-04,1
1227712,Alzano Lombardo,2018-08-18,1
1227713,Alzano Lombardo,2019-08-18,1
1227716,Alzano Lombardo,2018-06-24,1
1227718,Alzano Lombardo,2017-06-23,2
1227719,Alzano Lombardo,2019-06-23,1
1227731,Alzano Lombardo,2015-07-22,4
1227732,Alzano Lombardo,2016-07-22,1
1227733,Alzano Lombardo,2019-07-22,1
1227735,Alzano Lombardo,2017-07-11,1
1227737,Alzano Lombardo,2015-06-13,1
1227738,Alzano Lombardo,2017-06-13,1
1227739,Alzano Lombardo,2018-06-13,1
1227742,Alzano Lombardo,2018-06-12,1
1227743,Alzano Lombardo,2019-06-12,1
1227746,Alzano Lombardo,2015-08-27,1
1227754,Alzano Lombardo,2016-08-08,1
1227755,Alzano Lombardo,2017-08-08,1
1227756,Alzano Lombardo,2018-08-08,1
1227757,Alzano Lombardo,2015-08-07,1
1227758,Alzano Lombardo,2019-07-28,1
1227761,Alzano Lombardo,2017-07-25,2
1227762,Alzano Lombardo,2015-06-05,1
1227763,Alzano Lombardo,2019-06-05,1
1227764,Alzano Lombardo,2018-06-01,1
1227767,Alzano Lombardo,2017-02-15,1
1227768,Alzano Lombardo,2018-02-15,2
1227769,Alzano Lombardo,2019-02-15,1
1227770,Alzano Lombardo,2015-02-13,1
1227771,Alzano Lombardo,2017-02-13,1
1227772,Alzano Lombardo,2015-02-11,1
1227778,Alzano Lombardo,2017-01-19,1
1227780,Alzano Lombardo,2015-01-13,1
1227781,Alzano Lombardo,2016-01-13,2
1227782,Alzano Lombardo,2017-01-13,1
1227783,Alzano Lombardo,2019-01-13,1
1227784,Alzano Lombardo,2015-01-05,1
1227785,Alzano Lombardo,2018-01-05,1
1227789,Alzano Lombardo,2016-04-18,1
1227790,Alzano Lombardo,2019-04-18,1
1227795,Alzano Lombardo,2015-05-31,1
1227796,Alzano Lombardo,2016-05-31,1
1227797,Alzano Lombardo,2017-05-31,1
1227798,Alzano Lombardo,2016-05-29,1
1227799,Alzano Lombardo,2018-05-29,1
1227803,Alzano Lombardo,2016-05-15,1
1227804,Alzano Lombardo,2017-05-15,1
1227805,Alzano Lombardo,2019-05-10,1
1227806,Alzano Lombardo,2015-04-29,2
1227807,Alzano Lombardo,2018-04-29,1
1227808,Alzano Lombardo,2019-04-29,1
1227821,Alzano Lombardo,2017-02-03,1
1227822,Alzano Lombardo,2019-02-03,1
1227825,Alzano Lombardo,2015-01-30,1
1227826,Alzano Lombardo,2017-01-30,2
1227827,Alzano Lombardo,2019-01-30,1
1227828,Alzano Lombardo,2019-01-26,1
1227840,Alzano Lombardo,2015-04-05,1
1227841,Alzano Lombardo,2017-04-05,1
1227845,Alzano Lombardo,2016-02-19,1
1227846,Alzano Lombardo,2017-02-19,1
1227852,Alzano Lombardo,2015-01-21,1
1227853,Alzano Lombardo,2016-01-21,2
1227854,Alzano Lombardo,2017-01-21,1
1227857,Alzano Lombardo,2017-01-02,1
1227858,Alzano Lombardo,2019-01-02,1
1227860,Alzano Lombardo,2017-09-16,2
1227861,Alzano Lombardo,2018-09-16,1
1230234,Alzano Lombardo,2015-05-07,1
1230235,Alzano Lombardo,2018-05-07,1
1230236,Alzano Lombardo,2019-05-07,1
1230239,Alzano Lombardo,2015-07-27,2
1230240,Alzano Lombardo,2017-07-27,1
1230241,Alzano Lombardo,2018-01-09,1
1230242,Alzano Lombardo,2019-01-09,1
1230243,Alzano Lombardo,2015-02-04,1
1230244,Alzano Lombardo,2017-02-04,1
1230261,Alzano Lombardo,2018-06-30,1
1230262,Alzano Lombardo,2019-06-30,1
1230263,Alzano Lombardo,2017-01-06,1
1230264,Alzano Lombardo,2018-06-14,1
1230265,Alzano Lombardo,2017-05-25,2
1230272,Alzano Lombardo,2017-05-19,1
1230273,Alzano Lombardo,2019-05-19,1
1230274,Alzano Lombardo,2018-06-26,1
1230275,Alzano Lombardo,2019-06-26,1
1230294,Alzano Lombardo,2015-05-02,1
1230295,Alzano Lombardo,2016-05-02,1
1230296,Alzano Lombardo,2018-05-02,1
1230299,Alzano Lombardo,2017-04-14,1
1230300,Alzano Lombardo,2018-07-02,1
1230301,Alzano Lombardo,2019-07-02,1
1230302,Alzano Lombardo,2017-09-20,1
1230303,Alzano Lombardo,2018-09-20,1
1230308,Alzano Lombardo,2015-01-20,1
1230309,Alzano Lombardo,2017-01-20,1
1230310,Alzano Lombardo,2018-01-20,1
1230321,Alzano Lombardo,2015-02-20,2
1230322,Alzano Lombardo,2016-02-20,1
1230323,Alzano Lombardo,2019-02-20,1
1230324,Alzano Lombardo,2017-01-12,1
1230325,Alzano Lombardo,2018-01-12,1
1230326,Alzano Lombardo,2017-01-01,1
1230330,Alzano Lombardo,2018-04-27,1
1230331,Alzano Lombardo,2016-05-21,1
1230335,Alzano Lombardo,2018-09-12,1
1230336,Alzano Lombardo,2016-08-30,1
1230337,Alzano Lombardo,2019-08-30,1
1230338,Alzano Lombardo,2019-08-24,1
1230339,Alzano Lombardo,2015-07-21,1
1230340,Alzano Lombardo,2018-07-21,1
1230341,Alzano Lombardo,2018-07-15,1
1230343,Alzano Lombardo,2016-07-01,1
1230344,Alzano Lombardo,2018-07-01,1
1230345,Alzano Lombardo,2015-06-15,2
1230346,Alzano Lombardo,2016-06-15,1
1230347,Alzano Lombardo,2017-06-15,1
1230348,Alzano Lombardo,2017-06-10,1
1230349,Alzano Lombardo,2016-06-07,1
1230350,Alzano Lombardo,2019-06-07,1
1230356,Alzano Lombardo,2016-06-28,2
1230357,Alzano Lombardo,2017-06-28,1
1230358,Alzano Lombardo,2018-06-28,1
1230359,Alzano Lombardo,2015-06-04,3
1230361,Alzano Lombardo,2015-05-16,1
1230362,Alzano Lombardo,2016-05-16,1
1230363,Alzano Lombardo,2019-05-16,2
1230364,Alzano Lombardo,2016-02-18,1
1230365,Alzano Lombardo,2019-02-18,4
1230366,Alzano Lombardo,2015-02-16,1
1230367,Alzano Lombardo,2018-02-16,2
1230368,Alzano Lombardo,2019-02-16,1
1230377,Alzano Lombardo,2016-08-29,1
1230378,Alzano Lombardo,2017-08-29,1
1230379,Alzano Lombardo,2018-08-29,1
1230380,Alzano Lombardo,2019-08-29,1
1230385,Alzano Lombardo,2016-07-14,2
1230386,Alzano Lombardo,2018-07-14,1
1230397,Alzano Lombardo,2016-07-05,1
1230399,Alzano Lombardo,2015-08-04,1
1230400,Alzano Lombardo,2016-07-04,1
1230401,Alzano Lombardo,2018-07-04,2
1230420,Alzano Lombardo,2015-06-11,1
1230421,Alzano Lombardo,2017-06-11,1
1230422,Alzano Lombardo,2019-06-11,2
1230423,Alzano Lombardo,2015-02-05,2
1230424,Alzano Lombardo,2018-02-05,1
1230425,Alzano Lombardo,2019-02-05,1
1230426,Alzano Lombardo,2015-01-11,1
1230427,Alzano Lombardo,2016-01-11,1
1230428,Alzano Lombardo,2017-01-11,4
1230429,Alzano Lombardo,2018-07-26,1
1230430,Alzano Lombardo,2016-05-22,1
1230431,Alzano Lombardo,2018-05-22,1
1230432,Alzano Lombardo,2015-09-30,2
1230433,Alzano Lombardo,2019-09-29,2
1230483,Alzano Lombardo,2016-05-03,1
1230484,Alzano Lombardo,2017-05-03,1
1230485,Alzano Lombardo,2018-04-24,2
1230486,Alzano Lombardo,2019-04-24,1
1230492,Alzano Lombardo,2017-04-17,1
1230493,Alzano Lombardo,2018-04-17,1
1230494,Alzano Lombardo,2019-04-17,1
1230495,Alzano Lombardo,2015-04-01,1
1230496,Alzano Lombardo,2017-04-01,1
1230497,Alzano Lombardo,2015-01-27,1
1230498,Alzano Lombardo,2016-01-27,2
1230499,Alzano Lombardo,2018-01-27,1
1230500,Alzano Lombardo,2019-01-27,1
1230510,Alzano Lombardo,2015-06-18,1
1230511,Alzano Lombardo,2017-06-18,1
1230523,Alzano Lombardo,2017-05-18,1
1230524,Alzano Lombardo,2018-05-05,1
1230525,Alzano Lombardo,2019-05-05,1
1230543,Alzano Lombardo,2016-08-31,1
1230555,Alzano Lombardo,2017-01-15,1
1230556,Alzano Lombardo,2018-01-14,1
1230557,Alzano Lombardo,2015-02-10,1
1230558,Alzano Lombardo,2016-02-10,1
1230559,Alzano Lombardo,2017-02-10,1
1230560,Alzano Lombardo,2019-02-10,1
1230567,Alzano Lombardo,2015-08-17,1
1230568,Alzano Lombardo,2017-08-17,1
1230569,Alzano Lombardo,2018-08-17,1
1471795,Alzano Lombardo,2017-01-18,1
1471796,Alzano Lombardo,2019-01-18,1
1471797,Alzano Lombardo,2020-01-18,1
1471800,Alzano Lombardo,2015-04-25,1
1471801,Alzano Lombardo,2020-04-25,1
1471802,Alzano Lombardo,2015-09-03,1
1471803,Alzano Lombardo,2019-09-03,1
1471804,Alzano Lombardo,2020-09-03,1
1471808,Alzano Lombardo,2020-07-10,1
1471809,Alzano Lombardo,2017-02-23,1
1471810,Alzano Lombardo,2020-02-23,1
1471811,Alzano Lombardo,2020-08-16,1
1471814,Alzano Lombardo,2018-02-14,1
1471815,Alzano Lombardo,2020-02-14,1
1471817,Alzano Lombardo,2020-03-29,1
1471818,Alzano Lombardo,2017-02-09,1
1471819,Alzano Lombardo,2018-02-09,3
1471820,Alzano Lombardo,2019-02-09,1
1471821,Alzano Lombardo,2020-02-09,1
1471822,Alzano Lombardo,2020-04-11,1
1471823,Alzano Lombardo,2017-01-03,2
1471824,Alzano Lombardo,2018-01-03,1
1471825,Alzano Lombardo,2020-01-03,1
1471826,Alzano Lombardo,2020-08-28,1
1471827,Alzano Lombardo,2020-04-08,1
1471828,Alzano Lombardo,2017-02-17,1
1471829,Alzano Lombardo,2018-02-17,1
1471830,Alzano Lombardo,2020-02-17,1
1471832,Alzano Lombardo,2015-01-17,1
1471833,Alzano Lombardo,2017-01-17,1
1471834,Alzano Lombardo,2020-01-17,1
1471835,Alzano Lombardo,2016-09-19,1
1471836,Alzano Lombardo,2020-09-19,1
1471839,Alzano Lombardo,2016-01-29,1
1471840,Alzano Lombardo,2020-01-29,1
1471841,Alzano Lombardo,2016-04-03,1
1471842,Alzano Lombardo,2020-04-03,1
1471843,Alzano Lombardo,2015-02-01,2
1471844,Alzano Lombardo,2018-02-01,1
1471845,Alzano Lombardo,2019-02-01,1
1471846,Alzano Lombardo,2020-02-01,1
1471847,Alzano Lombardo,2015-02-06,1
1471848,Alzano Lombardo,2017-02-06,1
1471849,Alzano Lombardo,2019-02-06,1
1471850,Alzano Lombardo,2020-02-06,1
1471853,Alzano Lombardo,2017-08-15,1
1471854,Alzano Lombardo,2018-08-15,1
1471855,Alzano Lombardo,2020-08-15,1
1471858,Alzano Lombardo,2018-06-22,1
1471859,Alzano Lombardo,2020-06-22,1
1471860,Alzano Lombardo,2015-01-31,1
1471861,Alzano Lombardo,2020-01-31,1
1471862,Alzano Lombardo,2015-06-06,1
1471863,Alzano Lombardo,2020-06-06,1
1471864,Alzano Lombardo,2016-06-29,1
1471865,Alzano Lombardo,2019-06-29,2
1471866,Alzano Lombardo,2020-06-29,1
1471870,Alzano Lombardo,2015-02-08,1
1471871,Alzano Lombardo,2019-02-08,1
1471872,Alzano Lombardo,2020-02-08,1
1471873,Alzano Lombardo,2020-06-17,1
1471874,Alzano Lombardo,2019-05-17,1
1471875,Alzano Lombardo,2020-05-17,1
1471876,Alzano Lombardo,2016-09-18,1
1471877,Alzano Lombardo,2020-09-18,1
1471879,Alzano Lombardo,2020-07-24,1
1471881,Alzano Lombardo,2018-02-12,2
1471882,Alzano Lombardo,2020-02-12,1
1471883,Alzano Lombardo,2017-02-07,1
1471884,Alzano Lombardo,2018-02-07,1
1471885,Alzano Lombardo,2020-02-07,1
1471889,Alzano Lombardo,2015-03-03,1
1471890,Alzano Lombardo,2020-03-03,1
1471895,Alzano Lombardo,2015-02-27,1
1471896,Alzano Lombardo,2020-02-27,1
1471897,Alzano Lombardo,2017-09-28,1
1471898,Alzano Lombardo,2020-09-28,1
1471899,Alzano Lombardo,2020-09-22,1
1471903,Alzano Lombardo,2015-08-01,1
1471904,Alzano Lombardo,2016-08-01,1
1471905,Alzano Lombardo,2020-08-01,1
1471907,Alzano Lombardo,2020-08-26,1
1471908,Alzano Lombardo,2020-05-06,1
1471909,Alzano Lombardo,2019-05-20,1
1471910,Alzano Lombardo,2020-05-20,1
1471913,Alzano Lombardo,2015-01-07,1
1471914,Alzano Lombardo,2017-01-07,1
1471915,Alzano Lombardo,2018-01-07,1
1471916,Alzano Lombardo,2019-01-07,1
1471917,Alzano Lombardo,2020-01-07,1
1472955,Alzano Lombardo,2015-09-09,1
1472956,Alzano Lombardo,2020-09-09,1
1472968,Alzano Lombardo,2017-09-24,2
1472969,Alzano Lombardo,2020-09-24,1
1472973,Alzano Lombardo,2016-06-19,1
1472974,Alzano Lombardo,2017-06-19,2
1472975,Alzano Lombardo,2018-06-19,1
1472976,Alzano Lombardo,2020-06-19,1
1472977,Alzano Lombardo,2017-01-10,2
1472978,Alzano Lombardo,2018-01-10,1
1472979,Alzano Lombardo,2019-01-10,1
1472980,Alzano Lombardo,2020-01-10,1
1472982,Alzano Lombardo,2018-09-06,1
1472983,Alzano Lombardo,2020-09-06,1
1472984,Alzano Lombardo,2016-04-12,1
1472985,Alzano Lombardo,2020-04-12,1
1472986,Alzano Lombardo,2015-09-26,1
1472987,Alzano Lombardo,2017-09-26,1
1472988,Alzano Lombardo,2020-09-26,1
1472989,Alzano Lombardo,2017-01-24,2
1472990,Alzano Lombardo,2018-01-24,1
1472991,Alzano Lombardo,2020-01-24,1
1472992,Alzano Lombardo,2018-07-31,1
1472993,Alzano Lombardo,2020-07-31,1
1472994,Alzano Lombardo,2017-05-24,1
1472995,Alzano Lombardo,2018-05-24,1
1472996,Alzano Lombardo,2020-05-24,1
1473006,Alzano Lombardo,2018-02-26,1
1473007,Alzano Lombardo,2019-02-26,1
1473008,Alzano Lombardo,2020-02-26,1
1473011,Alzano Lombardo,2017-09-23,2
1473012,Alzano Lombardo,2018-09-23,1
1473013,Alzano Lombardo,2020-09-23,1
1473014,Alzano Lombardo,2015-04-26,1
1473015,Alzano Lombardo,2017-04-26,2
1473016,Alzano Lombardo,2019-04-26,1
1473017,Alzano Lombardo,2020-04-26,1
1473022,Alzano Lombardo,2016-01-22,1
1473023,Alzano Lombardo,2017-01-22,1
1473024,Alzano Lombardo,2019-01-22,1
1473025,Alzano Lombardo,2020-01-22,1
1473029,Alzano Lombardo,2016-08-22,1
1473030,Alzano Lombardo,2020-08-22,1
1473031,Alzano Lombardo,2017-05-14,1
1473032,Alzano Lombardo,2020-05-14,1
1473039,Alzano Lombardo,2018-06-09,1
1473040,Alzano Lombardo,2020-06-09,1
1473041,Alzano Lombardo,2018-02-21,2
1473042,Alzano Lombardo,2020-02-21,1
1473047,Alzano Lombardo,2015-07-12,1
1473048,Alzano Lombardo,2020-07-12,1
1473049,Alzano Lombardo,2015-08-21,2
1473050,Alzano Lombardo,2018-08-21,1
1473051,Alzano Lombardo,2020-08-21,1
1473057,Alzano Lombardo,2015-03-30,1
1473058,Alzano Lombardo,2017-03-30,1
1473059,Alzano Lombardo,2020-03-30,1
1473064,Alzano Lombardo,2016-07-09,1
1473065,Alzano Lombardo,2019-07-09,1
1473066,Alzano Lombardo,2020-07-09,1
1473068,Alzano Lombardo,2019-06-20,1
1473069,Alzano Lombardo,2020-06-20,1
1473076,Alzano Lombardo,2015-08-13,1
1473077,Alzano Lombardo,2016-08-13,1
1473078,Alzano Lombardo,2017-08-13,1
1473079,Alzano Lombardo,2018-08-13,1
1473080,Alzano Lombardo,2020-08-13,1
1473081,Alzano Lombardo,2017-05-28,1
1473082,Alzano Lombardo,2020-05-28,1
1473095,Alzano Lombardo,2019-01-16,3
1473096,Alzano Lombardo,2020-01-16,1
1473097,Alzano Lombardo,2015-09-14,1
1473098,Alzano Lombardo,2019-09-14,1
1473099,Alzano Lombardo,2020-09-14,1
1473100,Alzano Lombardo,2017-05-09,1
1473101,Alzano Lombardo,2020-05-09,1
1473106,Alzano Lombardo,2018-08-09,1
1473107,Alzano Lombardo,2020-08-09,1
2035095,Alzano Lombardo,2016-03-31,1
2035096,Alzano Lombardo,2018-03-31,1
2035097,Alzano Lombardo,2020-03-31,2
2035108,Alzano Lombardo,2015-05-13,2
2035109,Alzano Lombardo,2016-05-13,1
2035110,Alzano Lombardo,2020-05-13,2
2035113,Alzano Lombardo,2016-01-08,1
2035114,Alzano Lombardo,2020-01-08,2
2035129,Alzano Lombardo,2016-07-20,1
2035130,Alzano Lombardo,2017-07-20,2
2035131,Alzano Lombardo,2018-07-20,1
2035132,Alzano Lombardo,2020-07-20,2
2035133,Alzano Lombardo,2016-07-19,1
2035134,Alzano Lombardo,2017-07-19,1
2035135,Alzano Lombardo,2020-07-19,2
2035191,Alzano Lombardo,2017-03-21,1
2035192,Alzano Lombardo,2018-03-21,1
2035193,Alzano Lombardo,2020-03-21,2
2035196,Alzano Lombardo,2017-03-08,1
2035197,Alzano Lombardo,2020-03-08,2
2035198,Alzano Lombardo,2020-09-15,2
2035201,Alzano Lombardo,2015-09-08,1
2035202,Alzano Lombardo,2020-09-08,2
2035203,Alzano Lombardo,2015-01-04,1
2035204,Alzano Lombardo,2017-01-04,1
2035205,Alzano Lombardo,2020-01-04,2
2035212,Alzano Lombardo,2015-06-27,2
2035213,Alzano Lombardo,2020-06-27,2
2035240,Alzano Lombardo,2016-02-29,1
2035241,Alzano Lombardo,2020-02-29,2
2035245,Alzano Lombardo,2017-05-11,2
2035246,Alzano Lombardo,2020-05-11,2
2035247,Alzano Lombardo,2015-09-17,1
2035248,Alzano Lombardo,2020-09-17,2
2035250,Alzano Lombardo,2015-03-12,1
2035251,Alzano Lombardo,2019-03-12,1
2035252,Alzano Lombardo,2020-03-12,2
2035261,Alzano Lombardo,2016-04-07,1
2035262,Alzano Lombardo,2018-04-07,1
2035263,Alzano Lombardo,2020-04-07,2
2035267,Alzano Lombardo,2020-03-20,2
2174757,Alzano Lombardo,2020-03-22,3
2174760,Alzano Lombardo,2019-04-04,1
2174761,Alzano Lombardo,2020-04-04,3
2174762,Alzano Lombardo,2019-08-20,1
2174763,Alzano Lombardo,2020-08-20,3
2174765,Alzano Lombardo,2017-03-02,1
2174766,Alzano Lombardo,2019-03-02,1
2174767,Alzano Lombardo,2020-03-02,3
2174768,Alzano Lombardo,2015-03-25,1
2174769,Alzano Lombardo,2016-03-25,1
2174770,Alzano Lombardo,2017-03-25,1
2174771,Alzano Lombardo,2020-03-25,3
2174772,Alzano Lombardo,2018-03-28,2
2174773,Alzano Lombardo,2020-03-28,3
2174793,Alzano Lombardo,2015-03-26,1
2174794,Alzano Lombardo,2020-03-26,3
2227908,Alzano Lombardo,2016-03-06,1
2227909,Alzano Lombardo,2018-03-06,1
2227910,Alzano Lombardo,2020-03-06,4
2227915,Alzano Lombardo,2015-03-13,1
