"TIME","GEO","SEX","UNIT","Value"
"2013W20","France","Total","Number","10,306"
"2013W20","Croatia","Total","Number","862"
"2013W20","Italy","Total","Number",":"
"2013W20","Cyprus","Total","Number",":"
"2013W20","Latvia","Total","Number","555"
"2013W20","Lithuania","Total","Number","831"
"2013W20","Luxembourg","Total","Number","71"
"2013W20","Hungary","Total","Number","2,187"
"2013W20","Malta","Total","Number","44"
"2013W20","Netherlands","Total","Number","2,573"
"2013W20","Austria","Total","Number","1,443"
"2013W20","Poland","Total","Number","6,967"
"2013W20","Portugal","Total","Number","1,839"
"2013W20","Romania","Total","Number",":"
"2013W20","Slovenia","Total","Number","324"
"2013W20","Slovakia","Total","Number","910"
"2013W20","Finland","Total","Number","983"
"2013W20","Sweden","Total","Number","1,570"
"2013W20","United Kingdom","Total","Number",":"
"2013W20","Iceland","Total","Number","41"
"2013W20","Liechtenstein","Total","Number","8"
"2013W20","Norway","Total","Number","782"
"2013W20","Switzerland","Total","Number","1,161"
"2013W20","Montenegro","Total","Number","118"
"2013W20","Albania","Total","Number",":"
"2013W20","Serbia","Total","Number","1,792"
"2013W20","Andorra","Total","Number","4"
"2013W20","Armenia","Total","Number",":"
"2013W20","Georgia","Total","Number",":"
"2013W21","Belgium","Total","Number","1,984"
"2013W21","Bulgaria","Total","Number","1,880"
"2013W21","Czechia","Total","Number","1,975"
"2013W21","Denmark","Total","Number","961"
"2013W21","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W21","Estonia","Total","Number","265"
"2013W21","Greece","Total","Number",":"
"2013W21","Spain","Total","Number","6,940"
"2013W21","France","Total","Number","10,082"
"2013W21","Croatia","Total","Number","849"
"2013W21","Italy","Total","Number",":"
"2013W21","Cyprus","Total","Number",":"
"2013W21","Latvia","Total","Number","498"
"2013W21","Lithuania","Total","Number","737"
"2013W21","Luxembourg","Total","Number","61"
"2013W21","Hungary","Total","Number","2,209"
"2013W21","Malta","Total","Number","53"
"2013W21","Netherlands","Total","Number","2,500"
"2013W21","Austria","Total","Number","1,398"
"2013W21","Poland","Total","Number","6,639"
"2013W21","Portugal","Total","Number","1,878"
"2013W21","Romania","Total","Number",":"
"2013W21","Slovenia","Total","Number","338"
"2013W21","Slovakia","Total","Number","888"
"2013W21","Finland","Total","Number","923"
"2013W21","Sweden","Total","Number","1,576"
"2013W21","United Kingdom","Total","Number",":"
"2013W21","Iceland","Total","Number","30"
"2013W21","Liechtenstein","Total","Number","8"
"2013W21","Norway","Total","Number","727"
"2013W21","Switzerland","Total","Number","1,107"
"2013W21","Montenegro","Total","Number","89"
"2013W21","Albania","Total","Number",":"
"2013W21","Serbia","Total","Number","1,774"
"2013W21","Andorra","Total","Number","7"
"2013W21","Armenia","Total","Number",":"
"2013W21","Georgia","Total","Number",":"
"2013W22","Belgium","Total","Number","2,017"
"2013W22","Bulgaria","Total","Number","1,747"
"2013W22","Czechia","Total","Number","2,005"
"2013W22","Denmark","Total","Number","926"
"2013W22","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W22","Estonia","Total","Number","247"
"2013W22","Greece","Total","Number",":"
"2013W22","Spain","Total","Number","6,988"
"2013W22","France","Total","Number","10,348"
"2013W22","Croatia","Total","Number","899"
"2013W22","Italy","Total","Number",":"
"2013W22","Cyprus","Total","Number",":"
"2013W22","Latvia","Total","Number","490"
"2013W22","Lithuania","Total","Number","764"
"2013W22","Luxembourg","Total","Number","64"
"2013W22","Hungary","Total","Number","2,192"
"2013W22","Malta","Total","Number","54"
"2013W22","Netherlands","Total","Number","2,603"
"2013W22","Austria","Total","Number","1,477"
"2013W22","Poland","Total","Number","6,894"
"2013W22","Portugal","Total","Number","1,932"
"2013W22","Romania","Total","Number",":"
"2013W22","Slovenia","Total","Number","310"
"2013W22","Slovakia","Total","Number","945"
"2013W22","Finland","Total","Number","946"
"2013W22","Sweden","Total","Number","1,544"
"2013W22","United Kingdom","Total","Number",":"
"2013W22","Iceland","Total","Number","31"
"2013W22","Liechtenstein","Total","Number","7"
"2013W22","Norway","Total","Number","705"
"2013W22","Switzerland","Total","Number","1,128"
"2013W22","Montenegro","Total","Number","98"
"2013W22","Albania","Total","Number",":"
"2013W22","Serbia","Total","Number","1,816"
"2013W22","Andorra","Total","Number","8"
"2013W22","Armenia","Total","Number",":"
"2013W22","Georgia","Total","Number",":"
"2013W23","Belgium","Total","Number","2,179"
"2013W23","Bulgaria","Total","Number","1,761"
"2013W23","Czechia","Total","Number","1,949"
"2013W23","Denmark","Total","Number","947"
"2013W23","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W23","Estonia","Total","Number","258"
"2013W23","Greece","Total","Number",":"
"2013W23","Spain","Total","Number","7,173"
"2013W23","France","Total","Number","10,660"
"2013W23","Croatia","Total","Number","969"
"2013W23","Italy","Total","Number",":"
"2013W23","Cyprus","Total","Number",":"
"2013W23","Latvia","Total","Number","505"
"2013W23","Lithuania","Total","Number","741"
"2013W23","Luxembourg","Total","Number","83"
"2013W23","Hungary","Total","Number","2,250"
"2013W23","Malta","Total","Number","66"
"2013W23","Netherlands","Total","Number","2,577"
"2013W23","Austria","Total","Number","1,460"
"2013W23","Poland","Total","Number","6,769"
"2013W23","Portugal","Total","Number","1,967"
"2013W23","Romania","Total","Number",":"
"2013W23","Slovenia","Total","Number","344"
"2013W23","Slovakia","Total","Number","916"
"2013W23","Finland","Total","Number","900"
"2013W23","Sweden","Total","Number","1,536"
"2013W23","United Kingdom","Total","Number",":"
"2013W23","Iceland","Total","Number","33"
"2013W23","Liechtenstein","Total","Number","7"
"2013W23","Norway","Total","Number","682"
"2013W23","Switzerland","Total","Number","1,147"
"2013W23","Montenegro","Total","Number","116"
"2013W23","Albania","Total","Number",":"
"2013W23","Serbia","Total","Number","1,793"
"2013W23","Andorra","Total","Number","3"
"2013W23","Armenia","Total","Number",":"
"2013W23","Georgia","Total","Number",":"
"2013W24","Belgium","Total","Number","1,999"
"2013W24","Bulgaria","Total","Number","1,905"
"2013W24","Czechia","Total","Number","1,908"
"2013W24","Denmark","Total","Number","910"
"2013W24","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W24","Estonia","Total","Number","267"
"2013W24","Greece","Total","Number",":"
"2013W24","Spain","Total","Number","7,314"
"2013W24","France","Total","Number","10,021"
"2013W24","Croatia","Total","Number","934"
"2013W24","Italy","Total","Number",":"
"2013W24","Cyprus","Total","Number",":"
"2013W24","Latvia","Total","Number","482"
"2013W24","Lithuania","Total","Number","663"
"2013W24","Luxembourg","Total","Number","79"
"2013W24","Hungary","Total","Number","2,400"
"2013W24","Malta","Total","Number","45"
"2013W24","Netherlands","Total","Number","2,500"
"2013W24","Austria","Total","Number","1,435"
"2013W24","Poland","Total","Number","7,031"
"2013W24","Portugal","Total","Number","1,870"
"2013W24","Romania","Total","Number",":"
"2013W24","Slovenia","Total","Number","351"
"2013W24","Slovakia","Total","Number","996"
"2013W24","Finland","Total","Number","930"
"2013W24","Sweden","Total","Number","1,535"
"2013W24","United Kingdom","Total","Number",":"
"2013W24","Iceland","Total","Number","34"
"2013W24","Liechtenstein","Total","Number","6"
"2013W24","Norway","Total","Number","700"
"2013W24","Switzerland","Total","Number","1,192"
"2013W24","Montenegro","Total","Number","128"
"2013W24","Albania","Total","Number",":"
"2013W24","Serbia","Total","Number","1,844"
"2013W24","Andorra","Total","Number","3"
"2013W24","Armenia","Total","Number",":"
"2013W24","Georgia","Total","Number",":"
"2013W25","Belgium","Total","Number","2,032"
"2013W25","Bulgaria","Total","Number","2,104"
"2013W25","Czechia","Total","Number","2,338"
"2013W25","Denmark","Total","Number","919"
"2013W25","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W25","Estonia","Total","Number","265"
"2013W25","Greece","Total","Number",":"
"2013W25","Spain","Total","Number","6,670"
"2013W25","France","Total","Number","9,973"
"2013W25","Croatia","Total","Number","1,139"
"2013W25","Italy","Total","Number",":"
"2013W25","Cyprus","Total","Number",":"
"2013W25","Latvia","Total","Number","485"
"2013W25","Lithuania","Total","Number","758"
"2013W25","Luxembourg","Total","Number","70"
"2013W25","Hungary","Total","Number","2,926"
"2013W25","Malta","Total","Number","58"
"2013W25","Netherlands","Total","Number","2,540"
"2013W25","Austria","Total","Number","1,631"
"2013W25","Poland","Total","Number","7,494"
"2013W25","Portugal","Total","Number","1,801"
"2013W25","Romania","Total","Number",":"
"2013W25","Slovenia","Total","Number","428"
"2013W25","Slovakia","Total","Number","1,130"
"2013W25","Finland","Total","Number","913"
"2013W25","Sweden","Total","Number","1,659"
"2013W25","United Kingdom","Total","Number",":"
"2013W25","Iceland","Total","Number","43"
"2013W25","Liechtenstein","Total","Number","5"
"2013W25","Norway","Total","Number","716"
"2013W25","Switzerland","Total","Number","1,187"
"2013W25","Montenegro","Total","Number","125"
"2013W25","Albania","Total","Number",":"
"2013W25","Serbia","Total","Number","2,325"
"2013W25","Andorra","Total","Number","1"
"2013W25","Armenia","Total","Number",":"
"2013W25","Georgia","Total","Number",":"
"2013W26","Belgium","Total","Number","1,850"
"2013W26","Bulgaria","Total","Number","1,801"
"2013W26","Czechia","Total","Number","1,856"
"2013W26","Denmark","Total","Number","934"
"2013W26","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W26","Estonia","Total","Number","286"
"2013W26","Greece","Total","Number",":"
"2013W26","Spain","Total","Number","6,916"
"2013W26","France","Total","Number","9,577"
"2013W26","Croatia","Total","Number","836"
"2013W26","Italy","Total","Number",":"
"2013W26","Cyprus","Total","Number",":"
"2013W26","Latvia","Total","Number","477"
"2013W26","Lithuania","Total","Number","754"
"2013W26","Luxembourg","Total","Number","60"
"2013W26","Hungary","Total","Number","2,057"
"2013W26","Malta","Total","Number","51"
"2013W26","Netherlands","Total","Number","2,492"
"2013W26","Austria","Total","Number","1,358"
"2013W26","Poland","Total","Number","6,378"
"2013W26","Portugal","Total","Number","2,005"
"2013W26","Romania","Total","Number",":"
"2013W26","Slovenia","Total","Number","352"
"2013W26","Slovakia","Total","Number","921"
"2013W26","Finland","Total","Number","931"
"2013W26","Sweden","Total","Number","1,595"
"2013W26","United Kingdom","Total","Number",":"
"2013W26","Iceland","Total","Number","33"
"2013W26","Liechtenstein","Total","Number","3"
"2013W26","Norway","Total","Number","696"
"2013W26","Switzerland","Total","Number","1,120"
"2013W26","Montenegro","Total","Number","116"
"2013W26","Albania","Total","Number",":"
"2013W26","Serbia","Total","Number","1,655"
"2013W26","Andorra","Total","Number","3"
"2013W26","Armenia","Total","Number",":"
"2013W26","Georgia","Total","Number",":"
"2013W27","Belgium","Total","Number","1,828"
"2013W27","Bulgaria","Total","Number","1,800"
"2013W27","Czechia","Total","Number","1,999"
"2013W27","Denmark","Total","Number","959"
"2013W27","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W27","Estonia","Total","Number","268"
"2013W27","Greece","Total","Number",":"
"2013W27","Spain","Total","Number","7,301"
"2013W27","France","Total","Number","10,041"
"2013W27","Croatia","Total","Number","885"
"2013W27","Italy","Total","Number",":"
"2013W27","Cyprus","Total","Number",":"
"2013W27","Latvia","Total","Number","492"
"2013W27","Lithuania","Total","Number","703"
"2013W27","Luxembourg","Total","Number","80"
"2013W27","Hungary","Total","Number","2,281"
"2013W27","Malta","Total","Number","53"
"2013W27","Netherlands","Total","Number","2,533"
"2013W27","Austria","Total","Number","1,426"
"2013W27","Poland","Total","Number","6,718"
"2013W27","Portugal","Total","Number","2,343"
"2013W27","Romania","Total","Number",":"
"2013W27","Slovenia","Total","Number","325"
"2013W27","Slovakia","Total","Number","960"
"2013W27","Finland","Total","Number","870"
"2013W27","Sweden","Total","Number","1,633"
"2013W27","United Kingdom","Total","Number",":"
"2013W27","Iceland","Total","Number","48"
"2013W27","Liechtenstein","Total","Number","3"
"2013W27","Norway","Total","Number","752"
"2013W27","Switzerland","Total","Number","1,170"
"2013W27","Montenegro","Total","Number","116"
"2013W27","Albania","Total","Number",":"
"2013W27","Serbia","Total","Number","1,775"
"2013W27","Andorra","Total","Number","6"
"2013W27","Armenia","Total","Number",":"
"2013W27","Georgia","Total","Number",":"
"2013W28","Belgium","Total","Number","1,882"
"2013W28","Bulgaria","Total","Number","1,775"
"2013W28","Czechia","Total","Number","1,953"
"2013W28","Denmark","Total","Number","934"
"2013W28","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W28","Estonia","Total","Number","268"
"2013W28","Greece","Total","Number",":"
"2013W28","Spain","Total","Number","7,807"
"2013W28","France","Total","Number","10,328"
"2013W28","Croatia","Total","Number","851"
"2013W28","Italy","Total","Number",":"
"2013W28","Cyprus","Total","Number",":"
"2013W28","Latvia","Total","Number","495"
"2013W28","Lithuania","Total","Number","689"
"2013W28","Luxembourg","Total","Number","63"
"2013W28","Hungary","Total","Number","2,175"
"2013W28","Malta","Total","Number","53"
"2013W28","Netherlands","Total","Number","2,461"
"2013W28","Austria","Total","Number","1,369"
"2013W28","Poland","Total","Number","6,580"
"2013W28","Portugal","Total","Number","2,590"
"2013W28","Romania","Total","Number",":"
"2013W28","Slovenia","Total","Number","364"
"2013W28","Slovakia","Total","Number","897"
"2013W28","Finland","Total","Number","889"
"2013W28","Sweden","Total","Number","1,504"
"2013W28","United Kingdom","Total","Number",":"
"2013W28","Iceland","Total","Number","33"
"2013W28","Liechtenstein","Total","Number","4"
"2013W28","Norway","Total","Number","760"
"2013W28","Switzerland","Total","Number","1,114"
"2013W28","Montenegro","Total","Number","111"
"2013W28","Albania","Total","Number",":"
"2013W28","Serbia","Total","Number","1,719"
"2013W28","Andorra","Total","Number","1"
"2013W28","Armenia","Total","Number",":"
"2013W28","Georgia","Total","Number",":"
"2013W29","Belgium","Total","Number","1,883"
"2013W29","Bulgaria","Total","Number","1,761"
"2013W29","Czechia","Total","Number","1,943"
"2013W29","Denmark","Total","Number","889"
"2013W29","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W29","Estonia","Total","Number","242"
"2013W29","Greece","Total","Number",":"
"2013W29","Spain","Total","Number","7,063"
"2013W29","France","Total","Number","10,249"
"2013W29","Croatia","Total","Number","874"
"2013W29","Italy","Total","Number",":"
"2013W29","Cyprus","Total","Number",":"
"2013W29","Latvia","Total","Number","453"
"2013W29","Lithuania","Total","Number","690"
"2013W29","Luxembourg","Total","Number","74"
"2013W29","Hungary","Total","Number","2,153"
"2013W29","Malta","Total","Number","60"
"2013W29","Netherlands","Total","Number","2,491"
"2013W29","Austria","Total","Number","1,422"
"2013W29","Poland","Total","Number","6,633"
"2013W29","Portugal","Total","Number","1,857"
"2013W29","Romania","Total","Number",":"
"2013W29","Slovenia","Total","Number","333"
"2013W29","Slovakia","Total","Number","913"
"2013W29","Finland","Total","Number","900"
"2013W29","Sweden","Total","Number","1,570"
"2013W29","United Kingdom","Total","Number",":"
"2013W29","Iceland","Total","Number","40"
"2013W29","Liechtenstein","Total","Number","3"
"2013W29","Norway","Total","Number","706"
"2013W29","Switzerland","Total","Number","1,187"
"2013W29","Montenegro","Total","Number","115"
"2013W29","Albania","Total","Number",":"
"2013W29","Serbia","Total","Number","1,707"
"2013W29","Andorra","Total","Number","1"
"2013W29","Armenia","Total","Number",":"
"2013W29","Georgia","Total","Number",":"
"2013W30","Belgium","Total","Number","2,061"
"2013W30","Bulgaria","Total","Number","1,857"
"2013W30","Czechia","Total","Number","2,141"
"2013W30","Denmark","Total","Number","945"
"2013W30","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W30","Estonia","Total","Number","259"
"2013W30","Greece","Total","Number",":"
"2013W30","Spain","Total","Number","6,904"
"2013W30","France","Total","Number","10,463"
"2013W30","Croatia","Total","Number","949"
"2013W30","Italy","Total","Number",":"
"2013W30","Cyprus","Total","Number",":"
"2013W30","Latvia","Total","Number","475"
"2013W30","Lithuania","Total","Number","738"
"2013W30","Luxembourg","Total","Number","68"
"2013W30","Hungary","Total","Number","2,314"
"2013W30","Malta","Total","Number","57"
"2013W30","Netherlands","Total","Number","2,723"
"2013W30","Austria","Total","Number","1,542"
"2013W30","Poland","Total","Number","6,805"
"2013W30","Portugal","Total","Number","1,641"
"2013W30","Romania","Total","Number",":"
"2013W30","Slovenia","Total","Number","346"
"2013W30","Slovakia","Total","Number","961"
"2013W30","Finland","Total","Number","891"
"2013W30","Sweden","Total","Number","1,552"
"2013W30","United Kingdom","Total","Number",":"
"2013W30","Iceland","Total","Number","39"
"2013W30","Liechtenstein","Total","Number","6"
"2013W30","Norway","Total","Number","682"
"2013W30","Switzerland","Total","Number","1,207"
"2013W30","Montenegro","Total","Number","93"
"2013W30","Albania","Total","Number",":"
"2013W30","Serbia","Total","Number","1,823"
"2013W30","Andorra","Total","Number","2"
"2013W30","Armenia","Total","Number",":"
"2013W30","Georgia","Total","Number",":"
"2013W31","Belgium","Total","Number","1,867"
"2013W31","Bulgaria","Total","Number","1,908"
"2013W31","Czechia","Total","Number","2,052"
"2013W31","Denmark","Total","Number","901"
"2013W31","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W31","Estonia","Total","Number","260"
"2013W31","Greece","Total","Number",":"
"2013W31","Spain","Total","Number","6,795"
"2013W31","France","Total","Number","9,758"
"2013W31","Croatia","Total","Number","965"
"2013W31","Italy","Total","Number",":"
"2013W31","Cyprus","Total","Number",":"
"2013W31","Latvia","Total","Number","494"
"2013W31","Lithuania","Total","Number","745"
"2013W31","Luxembourg","Total","Number","68"
"2013W31","Hungary","Total","Number","2,475"
"2013W31","Malta","Total","Number","47"
"2013W31","Netherlands","Total","Number","2,486"
"2013W31","Austria","Total","Number","1,605"
"2013W31","Poland","Total","Number","7,115"
"2013W31","Portugal","Total","Number","1,719"
"2013W31","Romania","Total","Number",":"
"2013W31","Slovenia","Total","Number","345"
"2013W31","Slovakia","Total","Number","1,001"
"2013W31","Finland","Total","Number","912"
"2013W31","Sweden","Total","Number","1,499"
"2013W31","United Kingdom","Total","Number",":"
"2013W31","Iceland","Total","Number","41"
"2013W31","Liechtenstein","Total","Number","4"
"2013W31","Norway","Total","Number","734"
"2013W31","Switzerland","Total","Number","1,151"
"2013W31","Montenegro","Total","Number","137"
"2013W31","Albania","Total","Number",":"
"2013W31","Serbia","Total","Number","1,862"
"2013W31","Andorra","Total","Number","2"
"2013W31","Armenia","Total","Number",":"
"2013W31","Georgia","Total","Number",":"
"2013W32","Belgium","Total","Number","1,796"
"2013W32","Bulgaria","Total","Number","1,812"
"2013W32","Czechia","Total","Number","2,022"
"2013W32","Denmark","Total","Number","905"
"2013W32","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W32","Estonia","Total","Number","263"
"2013W32","Greece","Total","Number",":"
"2013W32","Spain","Total","Number","6,734"
"2013W32","France","Total","Number","9,438"
"2013W32","Croatia","Total","Number","1,043"
"2013W32","Italy","Total","Number",":"
"2013W32","Cyprus","Total","Number",":"
"2013W32","Latvia","Total","Number","513"
"2013W32","Lithuania","Total","Number","767"
"2013W32","Luxembourg","Total","Number","89"
"2013W32","Hungary","Total","Number","2,528"
"2013W32","Malta","Total","Number","42"
"2013W32","Netherlands","Total","Number","2,389"
"2013W32","Austria","Total","Number","1,634"
"2013W32","Poland","Total","Number","7,171"
"2013W32","Portugal","Total","Number","1,778"
"2013W32","Romania","Total","Number",":"
"2013W32","Slovenia","Total","Number","358"
"2013W32","Slovakia","Total","Number","1,027"
"2013W32","Finland","Total","Number","949"
"2013W32","Sweden","Total","Number","1,573"
"2013W32","United Kingdom","Total","Number",":"
"2013W32","Iceland","Total","Number","41"
"2013W32","Liechtenstein","Total","Number","2"
"2013W32","Norway","Total","Number","765"
"2013W32","Switzerland","Total","Number","1,103"
"2013W32","Montenegro","Total","Number","126"
"2013W32","Albania","Total","Number",":"
"2013W32","Serbia","Total","Number","1,939"
"2013W32","Andorra","Total","Number","3"
"2013W32","Armenia","Total","Number",":"
"2013W32","Georgia","Total","Number",":"
"2013W33","Belgium","Total","Number","1,761"
"2013W33","Bulgaria","Total","Number","1,811"
"2013W33","Czechia","Total","Number","1,757"
"2013W33","Denmark","Total","Number","874"
"2013W33","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W33","Estonia","Total","Number","261"
"2013W33","Greece","Total","Number",":"
"2013W33","Spain","Total","Number","6,771"
"2013W33","France","Total","Number","9,513"
"2013W33","Croatia","Total","Number","914"
"2013W33","Italy","Total","Number",":"
"2013W33","Cyprus","Total","Number",":"
"2013W33","Latvia","Total","Number","450"
"2013W33","Lithuania","Total","Number","670"
"2013W33","Luxembourg","Total","Number","60"
"2013W33","Hungary","Total","Number","2,066"
"2013W33","Malta","Total","Number","58"
"2013W33","Netherlands","Total","Number","2,442"
"2013W33","Austria","Total","Number","1,390"
"2013W33","Poland","Total","Number","6,346"
"2013W33","Portugal","Total","Number","1,850"
"2013W33","Romania","Total","Number",":"
"2013W33","Slovenia","Total","Number","315"
"2013W33","Slovakia","Total","Number","911"
"2013W33","Finland","Total","Number","889"
"2013W33","Sweden","Total","Number","1,508"
"2013W33","United Kingdom","Total","Number",":"
"2013W33","Iceland","Total","Number","36"
"2013W33","Liechtenstein","Total","Number","3"
"2013W33","Norway","Total","Number","743"
"2013W33","Switzerland","Total","Number","1,186"
"2013W33","Montenegro","Total","Number","107"
"2013W33","Albania","Total","Number",":"
"2013W33","Serbia","Total","Number","1,736"
"2013W33","Andorra","Total","Number","3"
"2013W33","Armenia","Total","Number",":"
"2013W33","Georgia","Total","Number",":"
"2013W34","Belgium","Total","Number","1,866"
"2013W34","Bulgaria","Total","Number","1,723"
"2013W34","Czechia","Total","Number","1,860"
"2013W34","Denmark","Total","Number","863"
"2013W34","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W34","Estonia","Total","Number","257"
"2013W34","Greece","Total","Number",":"
"2013W34","Spain","Total","Number","6,757"
"2013W34","France","Total","Number","9,630"
"2013W34","Croatia","Total","Number","878"
"2013W34","Italy","Total","Number",":"
"2013W34","Cyprus","Total","Number",":"
"2013W34","Latvia","Total","Number","464"
"2013W34","Lithuania","Total","Number","645"
"2013W34","Luxembourg","Total","Number","70"
"2013W34","Hungary","Total","Number","2,124"
"2013W34","Malta","Total","Number","39"
"2013W34","Netherlands","Total","Number","2,401"
"2013W34","Austria","Total","Number","1,359"
"2013W34","Poland","Total","Number","6,468"
"2013W34","Portugal","Total","Number","1,866"
"2013W34","Romania","Total","Number",":"
"2013W34","Slovenia","Total","Number","336"
"2013W34","Slovakia","Total","Number","917"
"2013W34","Finland","Total","Number","884"
"2013W34","Sweden","Total","Number","1,553"
"2013W34","United Kingdom","Total","Number",":"
"2013W34","Iceland","Total","Number","35"
"2013W34","Liechtenstein","Total","Number","6"
"2013W34","Norway","Total","Number","714"
"2013W34","Switzerland","Total","Number","1,133"
"2013W34","Montenegro","Total","Number","116"
"2013W34","Albania","Total","Number",":"
"2013W34","Serbia","Total","Number","1,663"
"2013W34","Andorra","Total","Number","6"
"2013W34","Armenia","Total","Number",":"
"2013W34","Georgia","Total","Number",":"
"2013W35","Belgium","Total","Number","1,806"
"2013W35","Bulgaria","Total","Number","1,722"
"2013W35","Czechia","Total","Number","1,855"
"2013W35","Denmark","Total","Number","852"
"2013W35","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W35","Estonia","Total","Number","248"
"2013W35","Greece","Total","Number",":"
"2013W35","Spain","Total","Number","6,477"
"2013W35","France","Total","Number","9,737"
"2013W35","Croatia","Total","Number","783"
"2013W35","Italy","Total","Number",":"
"2013W35","Cyprus","Total","Number",":"
"2013W35","Latvia","Total","Number","495"
"2013W35","Lithuania","Total","Number","686"
"2013W35","Luxembourg","Total","Number","56"
"2013W35","Hungary","Total","Number","2,164"
"2013W35","Malta","Total","Number","47"
"2013W35","Netherlands","Total","Number","2,440"
"2013W35","Austria","Total","Number","1,324"
"2013W35","Poland","Total","Number","6,443"
"2013W35","Portugal","Total","Number","1,776"
"2013W35","Romania","Total","Number",":"
"2013W35","Slovenia","Total","Number","311"
"2013W35","Slovakia","Total","Number","936"
"2013W35","Finland","Total","Number","955"
"2013W35","Sweden","Total","Number","1,598"
"2013W35","United Kingdom","Total","Number",":"
"2013W35","Iceland","Total","Number","43"
"2013W35","Liechtenstein","Total","Number","9"
"2013W35","Norway","Total","Number","734"
"2013W35","Switzerland","Total","Number","1,176"
"2013W35","Montenegro","Total","Number","121"
"2013W35","Albania","Total","Number",":"
"2013W35","Serbia","Total","Number","1,575"
"2013W35","Andorra","Total","Number","4"
"2013W35","Armenia","Total","Number",":"
"2013W35","Georgia","Total","Number",":"
"2013W36","Belgium","Total","Number","1,857"
"2013W36","Bulgaria","Total","Number","1,661"
"2013W36","Czechia","Total","Number","1,856"
"2013W36","Denmark","Total","Number","894"
"2013W36","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W36","Estonia","Total","Number","278"
"2013W36","Greece","Total","Number",":"
"2013W36","Spain","Total","Number","6,418"
"2013W36","France","Total","Number","9,899"
"2013W36","Croatia","Total","Number","841"
"2013W36","Italy","Total","Number",":"
"2013W36","Cyprus","Total","Number",":"
"2013W36","Latvia","Total","Number","496"
"2013W36","Lithuania","Total","Number","717"
"2013W36","Luxembourg","Total","Number","54"
"2013W36","Hungary","Total","Number","2,192"
"2013W36","Malta","Total","Number","54"
"2013W36","Netherlands","Total","Number","2,482"
"2013W36","Austria","Total","Number","1,481"
"2013W36","Poland","Total","Number","6,565"
"2013W36","Portugal","Total","Number","1,745"
"2013W36","Romania","Total","Number",":"
"2013W36","Slovenia","Total","Number","319"
"2013W36","Slovakia","Total","Number","902"
"2013W36","Finland","Total","Number","930"
"2013W36","Sweden","Total","Number","1,611"
"2013W36","United Kingdom","Total","Number",":"
"2013W36","Iceland","Total","Number","57"
"2013W36","Liechtenstein","Total","Number","2"
"2013W36","Norway","Total","Number","741"
"2013W36","Switzerland","Total","Number","1,178"
"2013W36","Montenegro","Total","Number","117"
"2013W36","Albania","Total","Number",":"
"2013W36","Serbia","Total","Number","1,656"
"2013W36","Andorra","Total","Number","6"
"2013W36","Armenia","Total","Number",":"
"2013W36","Georgia","Total","Number",":"
"2013W37","Belgium","Total","Number","1,793"
"2013W37","Bulgaria","Total","Number","1,736"
"2013W37","Czechia","Total","Number","1,877"
"2013W37","Denmark","Total","Number","928"
"2013W37","Germany (until 1990 former territory of the FRG)","Total","Number",":"
"2013W37","Estonia","Total","Number","272"
"2013W37","Greece","Total","Number",":"
"2013W37","Spain","Total","Number","6,376"
"2013W37","France","Total","Number","9,613"
"2013W37","Croatia","Total","Number","903"
"2013W37","Italy","Total","Number",":"
"2013W37","Cyprus","Total","Number",":"
"2013W37","Latvia","Total","Number","530"
"2013W37","Lithuania","Total","Number","744"
"2013W37","Luxembourg","Total","Number","69"
"2013W37","Hungary","Total","Number","2,263"
"2013W37","Malta","Total","Number","52"
"2013W37","Netherlands","Total","Number","2,310"
"2013W37","Austria","Total","Number","1,365"
"2013W37","Poland","Total","Number","6,682"
"2013W37","Portugal","Total","Number","1,754"
"2013W37","Romania","Total","Number",":"
"2013W37","Slovenia","Total","Number","346"
"2013W37","Slovakia","Total","Number","974"
"2013W37","Finland","Total","Number","898"
"2013W37","Sweden","Total","Number","1,614"
"2013W37","United Kingdom","Total","Number",":"
"2013W37","Iceland","Total","Number","39"
"2013W37","Liechtenstein","Total","Number","1"
"2013W37","Norway","Total","Number","755"
"2013W37","Switzerland","Total","Number","1,116"
"2013W37","Montenegro","Total","Number","71"
"2013W37","Albania","Total","Number",":"
"2013W37","Serbia","Total","Number","1,692"
"2013W37","Andorra","Total","Number","5"
"2013W37","Armenia","Total","Number",":"
"2013W37","Georgia","Total","Number",":"
"2013W38","Belgium","Total","Number","1,774"
"2013W38","Bulgaria","Total","Number","1,835"
