"TIME","GEO","SEX","UNIT","Value"
"2018W51","Armenia","Total","Number","496"
"2018W51","Georgia","Total","Number","962"
"2018W52","Belgium","Total","Number","2,251"
"2018W52","Bulgaria","Total","Number","2,431"
"2018W52","Czechia","Total","Number","2,145"
"2018W52","Denmark","Total","Number","1,006"
"2018W52","Germany (until 1990 former territory of the FRG)","Total","Number","17,954"
"2018W52","Estonia","Total","Number","329"
"2018W52","Greece","Total","Number","2,632"
"2018W52","Spain","Total","Number","8,650"
"2018W52","France","Total","Number","12,182"
"2018W52","Croatia","Total","Number","1,114"
"2018W52","Italy","Total","Number","13,426"
"2018W52","Cyprus","Total","Number","115"
"2018W52","Latvia","Total","Number","589"
"2018W52","Lithuania","Total","Number","821"
"2018W52","Luxembourg","Total","Number","81"
"2018W52","Hungary","Total","Number","2,860"
"2018W52","Malta","Total","Number","100"
"2018W52","Netherlands","Total","Number","2,904"
"2018W52","Austria","Total","Number","1,689"
"2018W52","Poland","Total","Number","8,537"
"2018W52","Portugal","Total","Number","2,367"
"2018W52","Romania","Total","Number","5,768"
"2018W52","Slovenia","Total","Number","421"
"2018W52","Slovakia","Total","Number","1,014"
"2018W52","Finland","Total","Number","1,195"
"2018W52","Sweden","Total","Number","1,758"
"2018W52","United Kingdom","Total","Number","8,360"
"2018W52","Iceland","Total","Number","46"
"2018W52","Liechtenstein","Total","Number","2"
"2018W52","Norway","Total","Number","871"
"2018W52","Switzerland","Total","Number","1,349"
"2018W52","Montenegro","Total","Number","146"
"2018W52","Albania","Total","Number","516"
"2018W52","Serbia","Total","Number","2,082"
"2018W52","Andorra","Total","Number","8"
"2018W52","Armenia","Total","Number","537"
"2018W52","Georgia","Total","Number","1,025"
"2019W01","Belgium","Total","Number","2,308"
"2019W01","Bulgaria","Total","Number","2,533"
"2019W01","Czechia","Total","Number","2,321"
"2019W01","Denmark","Total","Number","1,130"
"2019W01","Germany (until 1990 former territory of the FRG)","Total","Number","18,686"
"2019W01","Estonia","Total","Number","351"
"2019W01","Greece","Total","Number","2,706"
"2019W01","Spain","Total","Number","9,127"
"2019W01","France","Total","Number","13,084"
"2019W01","Croatia","Total","Number","1,154"
"2019W01","Italy","Total","Number","14,168"
"2019W01","Cyprus","Total","Number","132"
"2019W01","Latvia","Total","Number","586"
"2019W01","Lithuania","Total","Number","842"
"2019W01","Luxembourg","Total","Number","98"
"2019W01","Hungary","Total","Number","3,054"
"2019W01","Malta","Total","Number","99"
"2019W01","Netherlands","Total","Number","3,064"
"2019W01","Austria","Total","Number","1,648"
"2019W01","Poland","Total","Number","8,668"
"2019W01","Portugal","Total","Number","2,621"
"2019W01","Romania","Total","Number","5,784"
"2019W01","Slovenia","Total","Number","469"
"2019W01","Slovakia","Total","Number","1,105"
"2019W01","Finland","Total","Number","1,214"
"2019W01","Sweden","Total","Number","1,943"
"2019W01","United Kingdom","Total","Number","12,387"
"2019W01","Iceland","Total","Number","39"
"2019W01","Liechtenstein","Total","Number","5"
"2019W01","Norway","Total","Number","872"
"2019W01","Switzerland","Total","Number","1,341"
"2019W01","Montenegro","Total","Number","141"
"2019W01","Albania","Total","Number","507"
"2019W01","Serbia","Total","Number","2,217"
"2019W01","Andorra","Total","Number","5"
"2019W01","Armenia","Total","Number","114"
"2019W01","Georgia","Total","Number","1,228"
"2019W02","Belgium","Total","Number","2,347"
"2019W02","Bulgaria","Total","Number","2,692"
"2019W02","Czechia","Total","Number","2,290"
"2019W02","Denmark","Total","Number","1,155"
"2019W02","Germany (until 1990 former territory of the FRG)","Total","Number","19,170"
"2019W02","Estonia","Total","Number","338"
"2019W02","Greece","Total","Number","3,105"
"2019W02","Spain","Total","Number","10,019"
"2019W02","France","Total","Number","13,610"
"2019W02","Croatia","Total","Number","1,220"
"2019W02","Italy","Total","Number","14,863"
"2019W02","Cyprus","Total","Number","158"
"2019W02","Latvia","Total","Number","669"
"2019W02","Lithuania","Total","Number","878"
"2019W02","Luxembourg","Total","Number","82"
"2019W02","Hungary","Total","Number","3,090"
"2019W02","Malta","Total","Number","87"
"2019W02","Netherlands","Total","Number","3,261"
"2019W02","Austria","Total","Number","1,710"
"2019W02","Poland","Total","Number","8,586"
"2019W02","Portugal","Total","Number","2,884"
"2019W02","Romania","Total","Number","6,136"
"2019W02","Slovenia","Total","Number","488"
"2019W02","Slovakia","Total","Number","1,094"
"2019W02","Finland","Total","Number","1,125"
"2019W02","Sweden","Total","Number","1,820"
"2019W02","United Kingdom","Total","Number","14,442"
"2019W02","Iceland","Total","Number","41"
"2019W02","Liechtenstein","Total","Number","3"
"2019W02","Norway","Total","Number","828"
"2019W02","Switzerland","Total","Number","1,389"
"2019W02","Montenegro","Total","Number","152"
"2019W02","Albania","Total","Number","563"
"2019W02","Serbia","Total","Number","2,227"
"2019W02","Andorra","Total","Number","6"
"2019W02","Armenia","Total","Number","497"
"2019W02","Georgia","Total","Number","1,153"
"2019W03","Belgium","Total","Number","2,312"
"2019W03","Bulgaria","Total","Number","2,756"
"2019W03","Czechia","Total","Number","2,311"
"2019W03","Denmark","Total","Number","1,118"
"2019W03","Germany (until 1990 former territory of the FRG)","Total","Number","19,163"
"2019W03","Estonia","Total","Number","383"
"2019W03","Greece","Total","Number","3,039"
"2019W03","Spain","Total","Number","10,473"
"2019W03","France","Total","Number","13,497"
"2019W03","Croatia","Total","Number","1,238"
"2019W03","Italy","Total","Number","15,325"
"2019W03","Cyprus","Total","Number","156"
"2019W03","Latvia","Total","Number","669"
"2019W03","Lithuania","Total","Number","910"
"2019W03","Luxembourg","Total","Number","81"
"2019W03","Hungary","Total","Number","3,037"
"2019W03","Malta","Total","Number","116"
"2019W03","Netherlands","Total","Number","3,153"
"2019W03","Austria","Total","Number","1,642"
"2019W03","Poland","Total","Number","8,700"
"2019W03","Portugal","Total","Number","2,985"
"2019W03","Romania","Total","Number","6,256"
"2019W03","Slovenia","Total","Number","481"
"2019W03","Slovakia","Total","Number","1,176"
"2019W03","Finland","Total","Number","1,171"
"2019W03","Sweden","Total","Number","1,839"
"2019W03","United Kingdom","Total","Number","13,512"
"2019W03","Iceland","Total","Number","40"
"2019W03","Liechtenstein","Total","Number","2"
"2019W03","Norway","Total","Number","811"
"2019W03","Switzerland","Total","Number","1,358"
"2019W03","Montenegro","Total","Number","142"
"2019W03","Albania","Total","Number","529"
"2019W03","Serbia","Total","Number","2,147"
"2019W03","Andorra","Total","Number","4"
"2019W03","Armenia","Total","Number","577"
"2019W03","Georgia","Total","Number","1,117"
"2019W04","Belgium","Total","Number","2,395"
"2019W04","Bulgaria","Total","Number","2,848"
"2019W04","Czechia","Total","Number","2,365"
"2019W04","Denmark","Total","Number","1,085"
"2019W04","Germany (until 1990 former territory of the FRG)","Total","Number","19,505"
"2019W04","Estonia","Total","Number","324"
"2019W04","Greece","Total","Number","2,860"
"2019W04","Spain","Total","Number","10,141"
"2019W04","France","Total","Number","13,929"
"2019W04","Croatia","Total","Number","1,319"
"2019W04","Italy","Total","Number","15,360"
"2019W04","Cyprus","Total","Number","156"
"2019W04","Latvia","Total","Number","612"
"2019W04","Lithuania","Total","Number","982"
"2019W04","Luxembourg","Total","Number","83"
"2019W04","Hungary","Total","Number","3,234"
"2019W04","Malta","Total","Number","105"
"2019W04","Netherlands","Total","Number","3,180"
"2019W04","Austria","Total","Number","1,714"
"2019W04","Poland","Total","Number","8,798"
"2019W04","Portugal","Total","Number","3,021"
"2019W04","Romania","Total","Number","6,259"
"2019W04","Slovenia","Total","Number","477"
"2019W04","Slovakia","Total","Number","1,135"
"2019W04","Finland","Total","Number","1,134"
"2019W04","Sweden","Total","Number","1,828"
"2019W04","United Kingdom","Total","Number","13,247"
"2019W04","Iceland","Total","Number","37"
"2019W04","Liechtenstein","Total","Number","5"
"2019W04","Norway","Total","Number","834"
"2019W04","Switzerland","Total","Number","1,403"
"2019W04","Montenegro","Total","Number","171"
"2019W04","Albania","Total","Number","555"
"2019W04","Serbia","Total","Number","2,286"
"2019W04","Andorra","Total","Number","8"
"2019W04","Armenia","Total","Number","597"
"2019W04","Georgia","Total","Number","1,022"
"2019W05","Belgium","Total","Number","2,421"
"2019W05","Bulgaria","Total","Number","2,573"
"2019W05","Czechia","Total","Number","2,497"
"2019W05","Denmark","Total","Number","1,209"
"2019W05","Germany (until 1990 former territory of the FRG)","Total","Number","19,812"
"2019W05","Estonia","Total","Number","325"
"2019W05","Greece","Total","Number","2,893"
"2019W05","Spain","Total","Number","9,964"
"2019W05","France","Total","Number","14,199"
"2019W05","Croatia","Total","Number","1,286"
"2019W05","Italy","Total","Number","15,807"
"2019W05","Cyprus","Total","Number","152"
"2019W05","Latvia","Total","Number","636"
"2019W05","Lithuania","Total","Number","895"
"2019W05","Luxembourg","Total","Number","101"
"2019W05","Hungary","Total","Number","3,384"
"2019W05","Malta","Total","Number","102"
"2019W05","Netherlands","Total","Number","3,144"
"2019W05","Austria","Total","Number","1,733"
"2019W05","Poland","Total","Number","9,362"
"2019W05","Portugal","Total","Number","2,899"
"2019W05","Romania","Total","Number","6,215"
"2019W05","Slovenia","Total","Number","515"
"2019W05","Slovakia","Total","Number","1,224"
"2019W05","Finland","Total","Number","1,141"
"2019W05","Sweden","Total","Number","1,812"
"2019W05","United Kingdom","Total","Number","12,767"
"2019W05","Iceland","Total","Number","43"
"2019W05","Liechtenstein","Total","Number","4"
"2019W05","Norway","Total","Number","889"
"2019W05","Switzerland","Total","Number","1,439"
"2019W05","Montenegro","Total","Number","169"
"2019W05","Albania","Total","Number","525"
"2019W05","Serbia","Total","Number","2,515"
"2019W05","Andorra","Total","Number","11"
"2019W05","Armenia","Total","Number","580"
"2019W05","Georgia","Total","Number","1,064"
"2019W06","Belgium","Total","Number","2,544"
"2019W06","Bulgaria","Total","Number","2,245"
"2019W06","Czechia","Total","Number","2,445"
"2019W06","Denmark","Total","Number","1,250"
"2019W06","Germany (until 1990 former territory of the FRG)","Total","Number","19,981"
"2019W06","Estonia","Total","Number","325"
"2019W06","Greece","Total","Number","2,772"
"2019W06","Spain","Total","Number","9,676"
"2019W06","France","Total","Number","14,313"
"2019W06","Croatia","Total","Number","1,133"
"2019W06","Italy","Total","Number","15,228"
"2019W06","Cyprus","Total","Number","160"
"2019W06","Latvia","Total","Number","619"
"2019W06","Lithuania","Total","Number","854"
"2019W06","Luxembourg","Total","Number","106"
"2019W06","Hungary","Total","Number","3,263"
"2019W06","Malta","Total","Number","87"
"2019W06","Netherlands","Total","Number","3,186"
"2019W06","Austria","Total","Number","1,797"
"2019W06","Poland","Total","Number","9,269"
"2019W06","Portugal","Total","Number","2,779"
"2019W06","Romania","Total","Number","5,734"
"2019W06","Slovenia","Total","Number","507"
"2019W06","Slovakia","Total","Number","1,339"
"2019W06","Finland","Total","Number","1,170"
"2019W06","Sweden","Total","Number","1,882"
"2019W06","United Kingdom","Total","Number","13,186"
"2019W06","Iceland","Total","Number","36"
"2019W06","Liechtenstein","Total","Number","5"
"2019W06","Norway","Total","Number","843"
"2019W06","Switzerland","Total","Number","1,481"
"2019W06","Montenegro","Total","Number","142"
"2019W06","Albania","Total","Number","524"
"2019W06","Serbia","Total","Number","2,428"
"2019W06","Andorra","Total","Number","5"
"2019W06","Armenia","Total","Number","555"
"2019W06","Georgia","Total","Number","963"
"2019W07","Belgium","Total","Number","2,409"
"2019W07","Bulgaria","Total","Number","2,300"
"2019W07","Czechia","Total","Number","2,509"
"2019W07","Denmark","Total","Number","1,176"
"2019W07","Germany (until 1990 former territory of the FRG)","Total","Number","20,150"
"2019W07","Estonia","Total","Number","317"
"2019W07","Greece","Total","Number","2,563"
"2019W07","Spain","Total","Number","9,357"
"2019W07","France","Total","Number","13,843"
"2019W07","Croatia","Total","Number","1,126"
"2019W07","Italy","Total","Number","15,072"
"2019W07","Cyprus","Total","Number","142"
"2019W07","Latvia","Total","Number","599"
"2019W07","Lithuania","Total","Number","800"
"2019W07","Luxembourg","Total","Number","112"
"2019W07","Hungary","Total","Number","3,034"
"2019W07","Malta","Total","Number","78"
"2019W07","Netherlands","Total","Number","3,253"
"2019W07","Austria","Total","Number","1,820"
"2019W07","Poland","Total","Number","9,241"
"2019W07","Portugal","Total","Number","2,711"
"2019W07","Romania","Total","Number","5,497"
"2019W07","Slovenia","Total","Number","474"
"2019W07","Slovakia","Total","Number","1,252"
"2019W07","Finland","Total","Number","1,089"
"2019W07","Sweden","Total","Number","1,764"
"2019W07","United Kingdom","Total","Number","13,319"
"2019W07","Iceland","Total","Number","47"
"2019W07","Liechtenstein","Total","Number","7"
"2019W07","Norway","Total","Number","914"
"2019W07","Switzerland","Total","Number","1,555"
"2019W07","Montenegro","Total","Number","140"
"2019W07","Albania","Total","Number","434"
"2019W07","Serbia","Total","Number","2,371"
"2019W07","Andorra","Total","Number","8"
"2019W07","Armenia","Total","Number","557"
"2019W07","Georgia","Total","Number","910"
"2019W08","Belgium","Total","Number","2,418"
"2019W08","Bulgaria","Total","Number","2,264"
"2019W08","Czechia","Total","Number","2,496"
"2019W08","Denmark","Total","Number","1,110"
"2019W08","Germany (until 1990 former territory of the FRG)","Total","Number","20,349"
"2019W08","Estonia","Total","Number","322"
"2019W08","Greece","Total","Number","2,660"
"2019W08","Spain","Total","Number","9,210"
"2019W08","France","Total","Number","13,735"
"2019W08","Croatia","Total","Number","1,093"
"2019W08","Italy","Total","Number","14,674"
"2019W08","Cyprus","Total","Number","135"
"2019W08","Latvia","Total","Number","596"
"2019W08","Lithuania","Total","Number","831"
"2019W08","Luxembourg","Total","Number","89"
"2019W08","Hungary","Total","Number","2,888"
"2019W08","Malta","Total","Number","88"
"2019W08","Netherlands","Total","Number","3,223"
"2019W08","Austria","Total","Number","1,752"
"2019W08","Poland","Total","Number","8,717"
"2019W08","Portugal","Total","Number","2,546"
"2019W08","Romania","Total","Number","5,344"
"2019W08","Slovenia","Total","Number","480"
"2019W08","Slovakia","Total","Number","1,254"
"2019W08","Finland","Total","Number","1,058"
"2019W08","Sweden","Total","Number","1,820"
"2019W08","United Kingdom","Total","Number","12,845"
"2019W08","Iceland","Total","Number","41"
"2019W08","Liechtenstein","Total","Number","8"
"2019W08","Norway","Total","Number","828"
"2019W08","Switzerland","Total","Number","1,527"
"2019W08","Montenegro","Total","Number","170"
"2019W08","Albania","Total","Number","520"
"2019W08","Serbia","Total","Number","2,359"
"2019W08","Andorra","Total","Number","9"
"2019W08","Armenia","Total","Number","567"
"2019W08","Georgia","Total","Number","983"
"2019W09","Belgium","Total","Number","2,428"
"2019W09","Bulgaria","Total","Number","2,275"
"2019W09","Czechia","Total","Number","2,313"
"2019W09","Denmark","Total","Number","1,090"
"2019W09","Germany (until 1990 former territory of the FRG)","Total","Number","20,790"
"2019W09","Estonia","Total","Number","331"
"2019W09","Greece","Total","Number","2,769"
"2019W09","Spain","Total","Number","8,919"
"2019W09","France","Total","Number","13,363"
"2019W09","Croatia","Total","Number","1,031"
"2019W09","Italy","Total","Number","14,605"
"2019W09","Cyprus","Total","Number","141"
"2019W09","Latvia","Total","Number","572"
"2019W09","Lithuania","Total","Number","783"
"2019W09","Luxembourg","Total","Number","90"
"2019W09","Hungary","Total","Number","2,909"
"2019W09","Malta","Total","Number","107"
"2019W09","Netherlands","Total","Number","3,066"
"2019W09","Austria","Total","Number","1,767"
"2019W09","Poland","Total","Number","8,620"
"2019W09","Portugal","Total","Number","2,441"
"2019W09","Romania","Total","Number","5,508"
"2019W09","Slovenia","Total","Number","471"
"2019W09","Slovakia","Total","Number","1,208"
"2019W09","Finland","Total","Number","1,069"
"2019W09","Sweden","Total","Number","1,772"
"2019W09","United Kingdom","Total","Number","12,451"
"2019W09","Iceland","Total","Number","47"
"2019W09","Liechtenstein","Total","Number","5"
"2019W09","Norway","Total","Number","820"
"2019W09","Switzerland","Total","Number","1,527"
"2019W09","Montenegro","Total","Number","129"
"2019W09","Albania","Total","Number","500"
"2019W09","Serbia","Total","Number","2,333"
"2019W09","Andorra","Total","Number","6"
"2019W09","Armenia","Total","Number","548"
"2019W09","Georgia","Total","Number","981"
"2019W10","Belgium","Total","Number","2,389"
"2019W10","Bulgaria","Total","Number","2,166"
"2019W10","Czechia","Total","Number","2,383"
"2019W10","Denmark","Total","Number","1,051"
"2019W10","Germany (until 1990 former territory of the FRG)","Total","Number","20,453"
"2019W10","Estonia","Total","Number","305"
"2019W10","Greece","Total","Number","2,519"
"2019W10","Spain","Total","Number","8,588"
"2019W10","France","Total","Number","12,709"
"2019W10","Croatia","Total","Number","1,130"
"2019W10","Italy","Total","Number","13,827"
"2019W10","Cyprus","Total","Number","130"
"2019W10","Latvia","Total","Number","575"
"2019W10","Lithuania","Total","Number","783"
"2019W10","Luxembourg","Total","Number","83"
"2019W10","Hungary","Total","Number","2,713"
"2019W10","Malta","Total","Number","88"
"2019W10","Netherlands","Total","Number","3,173"
"2019W10","Austria","Total","Number","1,812"
"2019W10","Poland","Total","Number","8,388"
"2019W10","Portugal","Total","Number","2,329"
"2019W10","Romania","Total","Number","5,498"
"2019W10","Slovenia","Total","Number","411"
"2019W10","Slovakia","Total","Number","1,200"
"2019W10","Finland","Total","Number","1,084"
"2019W10","Sweden","Total","Number","1,690"
"2019W10","United Kingdom","Total","Number","12,367"
"2019W10","Iceland","Total","Number","47"
"2019W10","Liechtenstein","Total","Number","3"
"2019W10","Norway","Total","Number","833"
"2019W10","Switzerland","Total","Number","1,452"
"2019W10","Montenegro","Total","Number","149"
"2019W10","Albania","Total","Number","484"
"2019W10","Serbia","Total","Number","2,111"
"2019W10","Andorra","Total","Number","3"
"2019W10","Armenia","Total","Number","506"
"2019W10","Georgia","Total","Number","954"
"2019W11","Belgium","Total","Number","2,335"
"2019W11","Bulgaria","Total","Number","2,123"
"2019W11","Czechia","Total","Number","2,262"
"2019W11","Denmark","Total","Number","1,063"
"2019W11","Germany (until 1990 former territory of the FRG)","Total","Number","19,795"
"2019W11","Estonia","Total","Number","294"
"2019W11","Greece","Total","Number","2,470"
"2019W11","Spain","Total","Number","8,202"
"2019W11","France","Total","Number","11,976"
"2019W11","Croatia","Total","Number","1,018"
"2019W11","Italy","Total","Number","13,344"
"2019W11","Cyprus","Total","Number","136"
"2019W11","Latvia","Total","Number","533"
"2019W11","Lithuania","Total","Number","754"
"2019W11","Luxembourg","Total","Number","78"
"2019W11","Hungary","Total","Number","2,733"
"2019W11","Malta","Total","Number","72"
"2019W11","Netherlands","Total","Number","3,228"
"2019W11","Austria","Total","Number","1,792"
"2019W11","Poland","Total","Number","8,183"
"2019W11","Portugal","Total","Number","2,258"
"2019W11","Romania","Total","Number","5,445"
"2019W11","Slovenia","Total","Number","457"
"2019W11","Slovakia","Total","Number","1,110"
"2019W11","Finland","Total","Number","1,154"
"2019W11","Sweden","Total","Number","1,829"
"2019W11","United Kingdom","Total","Number","11,978"
"2019W11","Iceland","Total","Number","57"
"2019W11","Liechtenstein","Total","Number","6"
"2019W11","Norway","Total","Number","836"
"2019W11","Switzerland","Total","Number","1,379"
"2019W11","Montenegro","Total","Number","121"
"2019W11","Albania","Total","Number","428"
"2019W11","Serbia","Total","Number","2,057"
"2019W11","Andorra","Total","Number","7"
"2019W11","Armenia","Total","Number","590"
"2019W11","Georgia","Total","Number","919"
"2019W12","Belgium","Total","Number","2,167"
"2019W12","Bulgaria","Total","Number","2,148"
"2019W12","Czechia","Total","Number","2,198"
"2019W12","Denmark","Total","Number","1,039"
"2019W12","Germany (until 1990 former territory of the FRG)","Total","Number","19,016"
"2019W12","Estonia","Total","Number","300"
"2019W12","Greece","Total","Number","2,391"
"2019W12","Spain","Total","Number","8,022"
"2019W12","France","Total","Number","11,813"
"2019W12","Croatia","Total","Number","970"
"2019W12","Italy","Total","Number","12,655"
"2019W12","Cyprus","Total","Number","114"
"2019W12","Latvia","Total","Number","557"
"2019W12","Lithuania","Total","Number","780"
"2019W12","Luxembourg","Total","Number","83"
"2019W12","Hungary","Total","Number","2,469"
"2019W12","Malta","Total","Number","87"
"2019W12","Netherlands","Total","Number","3,043"
"2019W12","Austria","Total","Number","1,621"
"2019W12","Poland","Total","Number","8,025"
"2019W12","Portugal","Total","Number","2,199"
"2019W12","Romania","Total","Number","5,359"
"2019W12","Slovenia","Total","Number","426"
"2019W12","Slovakia","Total","Number","1,068"
"2019W12","Finland","Total","Number","1,047"
"2019W12","Sweden","Total","Number","1,632"
"2019W12","United Kingdom","Total","Number","11,759"
"2019W12","Iceland","Total","Number","37"
"2019W12","Liechtenstein","Total","Number","6"
"2019W12","Norway","Total","Number","805"
"2019W12","Switzerland","Total","Number","1,351"
"2019W12","Montenegro","Total","Number","116"
"2019W12","Albania","Total","Number","427"
"2019W12","Serbia","Total","Number","2,015"
"2019W12","Andorra","Total","Number","4"
"2019W12","Armenia","Total","Number","571"
"2019W12","Georgia","Total","Number","947"
"2019W13","Belgium","Total","Number","2,063"
"2019W13","Bulgaria","Total","Number","2,081"
"2019W13","Czechia","Total","Number","2,124"
"2019W13","Denmark","Total","Number","1,022"
"2019W13","Germany (until 1990 former territory of the FRG)","Total","Number","18,562"
"2019W13","Estonia","Total","Number","296"
"2019W13","Greece","Total","Number","2,332"
"2019W13","Spain","Total","Number","8,169"
"2019W13","France","Total","Number","11,580"
"2019W13","Croatia","Total","Number","987"
"2019W13","Italy","Total","Number","12,486"
"2019W13","Cyprus","Total","Number","124"
"2019W13","Latvia","Total","Number","562"
"2019W13","Lithuania","Total","Number","678"
"2019W13","Luxembourg","Total","Number","92"
"2019W13","Hungary","Total","Number","2,411"
"2019W13","Malta","Total","Number","75"
"2019W13","Netherlands","Total","Number","3,014"
"2019W13","Austria","Total","Number","1,653"
"2019W13","Poland","Total","Number","7,795"
"2019W13","Portugal","Total","Number","2,135"
"2019W13","Romania","Total","Number","4,922"
"2019W13","Slovenia","Total","Number","381"
"2019W13","Slovakia","Total","Number","1,025"
"2019W13","Finland","Total","Number","1,071"
"2019W13","Sweden","Total","Number","1,665"
"2019W13","United Kingdom","Total","Number","11,245"
"2019W13","Iceland","Total","Number","48"
"2019W13","Liechtenstein","Total","Number","4"
"2019W13","Norway","Total","Number","790"
"2019W13","Switzerland","Total","Number","1,322"
"2019W13","Montenegro","Total","Number","114"
"2019W13","Albania","Total","Number","432"
"2019W13","Serbia","Total","Number","1,910"
"2019W13","Andorra","Total","Number","2"
"2019W13","Armenia","Total","Number","567"
"2019W13","Georgia","Total","Number","931"
"2019W14","Belgium","Total","Number","2,183"
"2019W14","Bulgaria","Total","Number","2,114"
"2019W14","Czechia","Total","Number","2,131"
"2019W14","Denmark","Total","Number","1,085"
"2019W14","Germany (until 1990 former territory of the FRG)","Total","Number","18,671"
"2019W14","Estonia","Total","Number","257"
"2019W14","Greece","Total","Number","2,413"
"2019W14","Spain","Total","Number","8,081"
"2019W14","France","Total","Number","11,725"
"2019W14","Croatia","Total","Number","1,032"
"2019W14","Italy","Total","Number","12,714"
"2019W14","Cyprus","Total","Number","115"
"2019W14","Latvia","Total","Number","523"
"2019W14","Lithuania","Total","Number","726"
"2019W14","Luxembourg","Total","Number","77"
"2019W14","Hungary","Total","Number","2,414"
"2019W14","Malta","Total","Number","75"
"2019W14","Netherlands","Total","Number","2,900"
"2019W14","Austria","Total","Number","1,607"
"2019W14","Poland","Total","Number","7,783"
"2019W14","Portugal","Total","Number","2,097"
"2019W14","Romania","Total","Number","5,186"
"2019W14","Slovenia","Total","Number","412"
"2019W14","Slovakia","Total","Number","986"
"2019W14","Finland","Total","Number","1,032"
"2019W14","Sweden","Total","Number","1,698"
"2019W14","United Kingdom","Total","Number","11,406"
"2019W14","Iceland","Total","Number","38"
"2019W14","Liechtenstein","Total","Number","3"
"2019W14","Norway","Total","Number","782"
"2019W14","Switzerland","Total","Number","1,382"
"2019W14","Montenegro","Total","Number","117"
"2019W14","Albania","Total","Number","407"
"2019W14","Serbia","Total","Number","1,967"
"2019W14","Andorra","Total","Number","8"
"2019W14","Armenia","Total","Number","497"
"2019W14","Georgia","Total","Number","939"
"2019W15","Belgium","Total","Number","1,969"
"2019W15","Bulgaria","Total","Number","2,092"
"2019W15","Czechia","Total","Number","2,145"
"2019W15","Denmark","Total","Number","1,018"
"2019W15","Germany (until 1990 former territory of the FRG)","Total","Number","17,852"
"2019W15","Estonia","Total","Number","290"
"2019W15","Greece","Total","Number","2,312"
"2019W15","Spain","Total","Number","8,049"
"2019W15","France","Total","Number","11,254"
"2019W15","Croatia","Total","Number","958"
"2019W15","Italy","Total","Number","12,107"
"2019W15","Cyprus","Total","Number","112"
"2019W15","Latvia","Total","Number","552"
"2019W15","Lithuania","Total","Number","723"
"2019W15","Luxembourg","Total","Number","70"
"2019W15","Hungary","Total","Number","2,393"
"2019W15","Malta","Total","Number","68"
"2019W15","Netherlands","Total","Number","2,901"
"2019W15","Austria","Total","Number","1,557"
"2019W15","Poland","Total","Number","7,699"
"2019W15","Portugal","Total","Number","2,132"
"2019W15","Romania","Total","Number","5,094"
"2019W15","Slovenia","Total","Number","344"
"2019W15","Slovakia","Total","Number","1,073"
"2019W15","Finland","Total","Number","1,058"
"2019W15","Sweden","Total","Number","1,612"
"2019W15","United Kingdom","Total","Number","11,622"
"2019W15","Iceland","Total","Number","42"
"2019W15","Liechtenstein","Total","Number","7"
"2019W15","Norway","Total","Number","757"
"2019W15","Switzerland","Total","Number","1,222"
"2019W15","Montenegro","Total","Number","120"
"2019W15","Albania","Total","Number","375"
"2019W15","Serbia","Total","Number","1,974"
"2019W15","Andorra","Total","Number","7"
"2019W15","Armenia","Total","Number","530"
"2019W15","Georgia","Total","Number","960"
"2019W16","Belgium","Total","Number","2,095"
"2019W16","Bulgaria","Total","Number","2,036"
"2019W16","Czechia","Total","Number","2,094"
"2019W16","Denmark","Total","Number","1,046"
"2019W16","Germany (until 1990 former territory of the FRG)","Total","Number","18,089"
"2019W16","Estonia","Total","Number","299"
"2019W16","Greece","Total","Number","2,220"
"2019W16","Spain","Total","Number","7,802"
"2019W16","France","Total","Number","11,547"
"2019W16","Croatia","Total","Number","914"
"2019W16","Italy","Total","Number","12,167"
"2019W16","Cyprus","Total","Number","125"
"2019W16","Latvia","Total","Number","509"
"2019W16","Lithuania","Total","Number","709"
"2019W16","Luxembourg","Total","Number","78"
"2019W16","Hungary","Total","Number","2,327"
"2019W16","Malta","Total","Number","75"
"2019W16","Netherlands","Total","Number","3,040"
"2019W16","Austria","Total","Number","1,559"
"2019W16","Poland","Total","Number","7,730"
"2019W16","Portugal","Total","Number","2,096"
"2019W16","Romania","Total","Number","4,783"
"2019W16","Slovenia","Total","Number","402"
"2019W16","Slovakia","Total","Number","984"
"2019W16","Finland","Total","Number","1,023"
"2019W16","Sweden","Total","Number","1,736"
"2019W16","United Kingdom","Total","Number","10,220"
"2019W16","Iceland","Total","Number","47"
"2019W16","Liechtenstein","Total","Number","9"
"2019W16","Norway","Total","Number","761"
"2019W16","Switzerland","Total","Number","1,308"
"2019W16","Montenegro","Total","Number","139"
"2019W16","Albania","Total","Number","388"
"2019W16","Serbia","Total","Number","1,907"
"2019W16","Andorra","Total","Number","8"
"2019W16","Armenia","Total","Number","491"
"2019W16","Georgia","Total","Number","938"
"2019W17","Belgium","Total","Number","2,046"
"2019W17","Bulgaria","Total","Number","2,051"
"2019W17","Czechia","Total","Number","2,103"
"2019W17","Denmark","Total","Number","1,015"
"2019W17","Germany (until 1990 former territory of the FRG)","Total","Number","17,894"
"2019W17","Estonia","Total","Number","286"
"2019W17","Greece","Total","Number","2,403"
"2019W17","Spain","Total","Number","7,754"
"2019W17","France","Total","Number","11,499"
"2019W17","Croatia","Total","Number","1,033"
"2019W17","Italy","Total","Number","11,895"
"2019W17","Cyprus","Total","Number","126"
"2019W17","Latvia","Total","Number","564"
"2019W17","Lithuania","Total","Number","773"
